question,option_1,option_2,option_3,option_4,correctAnswer,explanation,file name,type,rand,ID
\[ (2a -2b)(2a^2 + 2ab -2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.01002667,97
\[ (2a -2b)(a^2 -ab -2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.010494636,128
\[ (2u + v)(2u + v)(2u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.014559763,728
\[ (2u + v)(u + v)(2u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.014745917,725
\[ (u -2v)(u + 2v)(u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.015347301,642
\[ (u -2v)(u -v)(u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.017204362,332
\[ (u -v)(u + 2v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.018228828,420
\[ (2u -2v)(u -2v)(u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.020005957,355
\[ (u -2v)(u -v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.020839518,602
\[ (2u + 2v)(2u + 2v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.021171999,606
\[ (u -v)(u -2v)(u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.021251065,672
\[ (u + 2v)(2u -v)(u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.022051611,290
\[ (u + 2v)(u + 2v)(u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.022686883,689
\[ (2a + b)(2a^2 + ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.024279583,35
\[ (2u -2v)(2u -v)(u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.024501987,547
\[ (2a -b)(a^2 -ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.025094885,69
\[ (2u -2v)(u -v)(u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.025812436,560
\[ (2a -2b)(a^2 + 2ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.027267499,21
\[ (u -v)(2u -2v)(u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.028892538,308
\[ (2u -2v)(u + 2v)(u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.029065124,658
\[ (a -b)(a^2 -ab -2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.029431885,46
\[ (u -v)(2u -2v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.029897669,664
\[ (a -b)(a^2 + ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.031430799,15
\[ (u -2v)(u + 2v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.033199652,306
\[ (a + 2b)(a^2 -2ab -b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.033292268,206
\[ (2u + v)(u -2v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.034429743,315
\[ (u + 2v)(u + v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.035047505,502
\[ (u + v)(u + 2v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.036063393,515
\[ (a -b)(2a^2 -2ab + 2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.036911463,219
\[ (2a + b)(2a^2 + 2ab -b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.037154958,202
\[ (u -v)(2u + 2v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.037826365,432
\[ (2u -2v)(2u + 2v)(2u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.039301103,386
\[ (2u -v)(2u + v)(2u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.040339136,294
\[ (a -2b)(2a^2 + ab + 2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.040716505,64
\[ (u -v)(2u -v)(u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.041841866,277
\[ (2u + v)(u -2v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.043621751,715
\[ (2u + v)(2u -v)(u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.044034321,576
\[ (2u -v)(u + 2v)(2u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.044855107,335
\[ (u + v)(u -2v)(u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.045058883,373
\[ (u -2v)(2u + v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.047194377,702
\[ (u + 2v)(2u -2v)(2u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.047256848,764
\[ (u -2v)(u + v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.047878919,389
\[ (a -2b)(2a^2 -2ab -b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.048069525,140
\[ (u + 2v)(u -2v)(u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.048906076,564
\[ (2a -b)(a^2 + ab -2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.052737842,228
\[ (a + 2b)(2a^2 -2ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.053309198,154
\[ (2u + v)(2u -2v)(u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.053574022,342
\[ (2u -v)(u -v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.056075662,746
\[ (2u -v)(2u -v)(u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.062403299,585
\[ (2u + v)(2u + v)(2u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.065290082,729
\[ (u -2v)(u + 2v)(2u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.069206411,784
\[ (u -v)(2u -v)(2u + 1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.070410032,663
\[ (u + 2v)(u + 2v)(2u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.070766959,349
\[ (2u -v)(2u -2v)(2u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.073280945,708
\[ (2a -2b)(a^2 + ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.075254889,162
\[ (2u + v)(u + 2v)(2u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.076046187,319
\[ (u + v)(2u -2v)(u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.078384729,303
\[ (u + v)(u -2v)(2u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.078983164,530
\[ (2u + 2v)(u + v)(2u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.079307415,679
\[ (2u + v)(2u -v)(2u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.083434184,552
\[ (u -v)(2u + 2v)(2u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.087951871,769
\[ (u + 2v)(u -2v)(2u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.089264274,722
\[ (2a + 2b)(a^2 -2ab -2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.090416868,252
\[ (a -b)(2a^2 + ab -2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.094658674,23
\[ (u + 2v)(2u -2v)(2u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.094973354,456
\[ (u + v)(2u -2v)(u + 2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.095236315,324
\[ (2u + v)(u -v)(2u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.095352857,493
\[ (a -2b)(2a^2 -ab -2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.095655692,139
\[ (a -b)(2a^2 + ab + b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.097512621,212
\[ (u + 2v)(2u -v)(2u -2) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.098808757,763
\[ (2u -v)(u + v)(2u -1) = \],\(u^3 + u^2 + uv^2 + v^2\),\(u^3 + u^2 - uv^2 + v^2\),\(u^3 - u^2 + uv^2 + v^2\),\(u^3 - u^2 - uv^2 + v^2\),4,Laws of Indices (Exponent Rules),2021_q3.jpg,(a+b)(a-b)(a-1),0.099437144,716
\[ (a + 2b)(2a^2 + 2ab -2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.099603334,159
\[ (a -b)(a^2 -2ab -2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.100099717,48
\[ (a + b)(a^2 -2ab + 2b^2) = \],\((a - b)^3\),\(a^3 - b^3\),\(a^3 - 2ab^2 + b^3\),\(a^3 - 2a^2b + 2ab^2 + b^3\),2,Laws of Indices (Exponent Rules),2019_q1.jpg,(a+b)(a^2+ab+-b^2),0.101064788,83
