question,option_1,option_2,option_3,option_4,correctAnswer,explanation,file name,type,rand,ID
\[ \frac{2}{3x + 3} - \frac{5}{3x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.014991734,570
\[ \frac{1}{x + 3} + \frac{5}{x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.017273966,341
\[ \frac{2}{3x + 1} - \frac{3}{3x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.019979699,351
\[ \frac{4}{7x + 3} - \frac{3}{7x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.02017132,376
\[ \frac{3}{3x + 2} + \frac{2}{3x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.020755128,886
\[ \frac{2}{x + 3} + \frac{1}{x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.020894818,323
\[ \frac{2}{4x + 4} - \frac{5}{4x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.022029612,480
\[ \frac{1}{6x + 3} - \frac{5}{6x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.023497928,340
\[ \frac{2}{6x + 3} - \frac{3}{6x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.024148148,379
\[ \frac{1}{3x + 1} - \frac{2}{3x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.024423704,1156
\[ \frac{3}{3x + 3} + \frac{2}{3x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.024643413,1332
\[ \frac{2}{2x + 1} + \frac{5}{2x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.025393829,1329
\[ \frac{3}{x + 3} + \frac{2}{x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.025596808,856
\[ \frac{3}{x + 1} + \frac{2}{x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.026817062,810
\[ \frac{3}{5x + 1} - \frac{3}{5x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.02786724,1155
\[ \frac{2}{4x + 4} - \frac{2}{4x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.027992698,1364
\[ \frac{2}{7x + 2} + \frac{5}{7x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.028826619,290
\[ \frac{4}{3x + 2} + \frac{1}{3x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.028879106,1351
\[ \frac{5}{x + 4} - \frac{4}{x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.03013107,681
\[ \frac{2}{3x + 1} - \frac{5}{3x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.031404651,949
\[ \frac{5}{x + 2} + \frac{3}{x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.033350278,616
\[ \frac{4}{3x + 3} - \frac{5}{3x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.033492184,507
\[ \frac{1}{4x + 2} - \frac{4}{4x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.034081616,464
\[ \frac{5}{5x + 1} + \frac{2}{5x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.034843438,732
\[ \frac{4}{4x + 4} + \frac{3}{4x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.035267445,767
\[ \frac{3}{3x + 3} - \frac{3}{3x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.035665759,1140
\[ \frac{1}{7x + 3} - \frac{4}{7x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.037352126,325
\[ \frac{1}{3x + 2} - \frac{2}{3x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.037961942,1269
\[ \frac{1}{x + 1} - \frac{3}{x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.039332269,528
\[ \frac{1}{5x + 3} - \frac{1}{5x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.039518553,649
\[ \frac{1}{2x + 3} + \frac{1}{2x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.041573963,854
\[ \frac{4}{4x + 3} - \frac{5}{4x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.042179349,210
\[ \frac{4}{3x + 2} + \frac{4}{3x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.044995739,1404
\[ \frac{1}{5x + 3} + \frac{2}{5x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.04628893,552
\[ \frac{4}{4x + 4} + \frac{4}{4x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.046385179,1092
\[ \frac{1}{5x + 2} + \frac{4}{5x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.047218594,1067
\[ \frac{1}{4x + 3} + \frac{2}{4x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.047999732,1328
\[ \frac{4}{7x + 3} + \frac{1}{7x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.048167712,998
\[ \frac{2}{x + 4} - \frac{5}{x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.048556454,350
\[ \frac{3}{3x + 1} - \frac{2}{3x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.049745699,452
\[ \frac{1}{7x + 3} + \frac{4}{7x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.051022424,109
\[ \frac{4}{6x + 3} + \frac{1}{6x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.05162793,1065
\[ \frac{4}{6x + 4} - \frac{4}{6x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.052455014,402
\[ \frac{5}{2x + 1} - \frac{1}{2x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.055006102,904
\[ \frac{2}{4x + 4} + \frac{5}{4x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.05527999,54
\[ \frac{5}{6x + 2} + \frac{1}{6x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.057639445,938
\[ \frac{3}{7x + 4} + \frac{5}{7x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.057731909,891
\[ \frac{2}{7x + 4} - \frac{2}{7x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.058054865,1315
\[ \frac{1}{4x + 1} - \frac{2}{4x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.058640325,187
\[ \frac{4}{2x + 1} - \frac{1}{2x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.058962519,672
\[ \frac{2}{6x + 4} - \frac{2}{6x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.059372236,1253
\[ \frac{2}{5x + 2} - \frac{3}{5x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.05979113,655
\[ \frac{4}{3x + 3} + \frac{5}{3x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.060818768,239
\[ \frac{2}{4x + 2} + \frac{5}{4x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.062321235,622
\[ \frac{5}{x + 1} - \frac{3}{x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.062596739,1260
\[ \frac{4}{x + 2} - \frac{3}{x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.062855566,691
\[ \frac{3}{4x + 4} - \frac{4}{4x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.062904138,126
\[ \frac{5}{5x + 2} + \frac{1}{5x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.063602348,238
\[ \frac{2}{x + 2} + \frac{1}{x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.064071782,536
\[ \frac{2}{6x + 3} - \frac{2}{6x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.066225133,50
\[ \frac{3}{7x + 2} + \frac{2}{7x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.066286489,930
\[ \frac{1}{7x + 1} - \frac{5}{7x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.066320651,327
\[ \frac{3}{7x + 1} + \frac{4}{7x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.066792048,1367
\[ \frac{4}{x + 4} - \frac{1}{x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.067272136,133
\[ \frac{4}{3x + 4} - \frac{5}{3x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.067962529,345
\[ \frac{4}{6x + 1} - \frac{5}{6x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.069332837,830
\[ \frac{3}{5x + 1} - \frac{1}{5x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.070305392,966
\[ \frac{2}{x + 2} - \frac{3}{x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.070903971,668
\[ \frac{5}{3x + 2} - \frac{2}{3x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.072117855,728
\[ \frac{4}{6x + 1} + \frac{2}{6x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.073030263,1209
\[ \frac{2}{3x + 2} - \frac{3}{3x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.073791193,722
\[ \frac{5}{5x + 1} - \frac{4}{5x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.073884365,250
\[ \frac{2}{3x + 1} - \frac{1}{3x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.074815903,178
\[ \frac{1}{2x + 4} - \frac{2}{2x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.075238005,1265
\[ \frac{3}{6x + 3} - \frac{4}{6x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.076201807,910
\[ \frac{2}{3x + 3} + \frac{5}{3x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.077723257,601
\[ \frac{1}{x + 3} - \frac{4}{x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.077760034,450
\[ \frac{1}{3x + 3} - \frac{3}{3x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.078104826,1211
\[ \frac{1}{x + 4} + \frac{1}{x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.0794968,711
\[ \frac{4}{4x + 2} + \frac{2}{4x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.080828172,87
\[ \frac{4}{6x + 3} - \frac{2}{6x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.081781742,875
\[ \frac{5}{x + 2} + \frac{1}{x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.081854289,456
\[ \frac{1}{3x + 3} + \frac{4}{3x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.082747986,817
\[ \frac{1}{7x + 2} + \frac{4}{7x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.082754229,147
\[ \frac{4}{2x + 2} + \frac{4}{2x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.084116537,332
\[ \frac{5}{3x + 3} + \frac{1}{3x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.084674632,264
\[ \frac{2}{5x + 3} - \frac{3}{5x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.086748921,316
\[ \frac{5}{4x + 2} + \frac{2}{4x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.086952468,535
\[ \frac{5}{6x + 3} + \frac{4}{6x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.088217935,798
\[ \frac{3}{7x + 2} - \frac{3}{7x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.088636489,198
\[ \frac{4}{2x + 3} - \frac{5}{2x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.08923436,935
\[ \frac{3}{5x + 4} - \frac{4}{5x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.089339956,1165
\[ \frac{2}{6x + 1} - \frac{4}{6x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.08996559,318
\[ \frac{1}{2x + 2} + \frac{4}{2x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.090528865,56
\[ \frac{2}{4x + 2} - \frac{2}{4x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.092679986,547
\[ \frac{1}{2x + 3} + \frac{3}{2x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.092991008,1055
\[ \frac{4}{7x + 4} + \frac{2}{7x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.09397115,1280
\[ \frac{4}{6x + 3} + \frac{2}{6x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.095537127,915
\[ \frac{4}{5x + 3} - \frac{5}{5x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.095681827,1386
\[ \frac{2}{6x + 1} + \frac{2}{6x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.096319002,183
\[ \frac{4}{6x + 3} - \frac{3}{6x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.096875517,1227
\[ \frac{4}{6x + 3} - \frac{4}{6x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.097352521,185
\[ \frac{3}{x + 2} - \frac{5}{x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.097437628,164
\[ \frac{2}{2x + 2} + \frac{4}{2x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.09759756,403
\[ \frac{5}{2x + 4} + \frac{3}{2x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.097794149,801
\[ \frac{1}{5x + 4} - \frac{2}{5x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.097808387,1236
\[ \frac{3}{7x + 4} + \frac{4}{7x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.097855533,609
\[ \frac{1}{4x + 2} + \frac{1}{4x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.097963703,1026
\[ \frac{3}{6x + 4} - \frac{5}{6x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.098791264,586
\[ \frac{2}{3x + 1} + \frac{4}{3x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.101069373,674
\[ \frac{4}{4x + 1} - \frac{4}{4x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.101434087,581
\[ \frac{3}{4x + 4} + \frac{2}{4x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.102004503,1357
\[ \frac{4}{x + 4} + \frac{2}{x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.103392903,784
\[ \frac{3}{5x + 2} - \frac{5}{5x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.103417259,1310
\[ \frac{2}{4x + 1} + \frac{2}{4x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.105412396,448
\[ \frac{1}{2x + 1} + \frac{1}{2x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.1058137,197
\[ \frac{2}{7x + 3} + \frac{5}{7x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.106063961,396
\[ \frac{4}{3x + 4} + \frac{1}{3x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.106179218,902
\[ \frac{4}{x + 3} - \frac{3}{x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.106646972,39
\[ \frac{1}{2x + 1} + \frac{4}{2x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.107393621,661
\[ \frac{2}{4x + 3} + \frac{3}{4x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.107457147,244
\[ \frac{3}{2x + 4} - \frac{2}{2x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.107934495,630
\[ \frac{4}{7x + 1} - \frac{4}{7x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.108399169,741
\[ \frac{1}{x + 1} - \frac{4}{x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.110168063,408
\[ \frac{4}{2x + 3} - \frac{2}{2x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.110215761,882
\[ \frac{3}{6x + 2} - \frac{2}{6x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.110802273,497
\[ \frac{1}{7x + 1} + \frac{4}{7x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.111040835,40
\[ \frac{2}{3x + 1} - \frac{2}{3x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.111425664,487
\[ \frac{4}{4x + 3} + \frac{2}{4x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.111811187,757
\[ \frac{2}{5x + 3} + \frac{4}{5x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.111911059,988
\[ \frac{1}{5x + 3} + \frac{3}{5x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.112254019,826
\[ \frac{2}{7x + 4} + \frac{4}{7x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.112703556,777
\[ \frac{3}{7x + 2} - \frac{2}{7x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.114141077,1239
\[ \frac{3}{6x + 4} + \frac{4}{6x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.114146724,730
\[ \frac{3}{7x + 3} - \frac{5}{7x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.115978523,1091
\[ \frac{5}{7x + 3} + \frac{5}{7x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.116356903,405
\[ \frac{2}{x + 4} - \frac{4}{x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.116785311,485
\[ \frac{1}{5x + 4} - \frac{3}{5x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.117076955,1082
\[ \frac{3}{4x + 4} - \frac{3}{4x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.117337532,268
\[ \frac{3}{5x + 4} - \frac{2}{5x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.118361818,974
\[ \frac{4}{3x + 1} + \frac{5}{3x - 1} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.119606639,242
\[ \frac{2}{4x + 3} + \frac{4}{4x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.120260749,96
\[ \frac{1}{x + 4} + \frac{5}{x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.120467216,179
\[ \frac{2}{7x + 3} - \frac{3}{7x - 3} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.121421145,184
\[ \frac{4}{2x + 2} - \frac{2}{2x - 2} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.122493392,780
\[ \frac{1}{4x + 4} + \frac{1}{4x - 4} = \],,,,,1,Algebraic Common Denominator,2023_q2.jpg,Algebraic Common Denominator,0.122760465,401
