question,option_1,option_2,option_3,option_4,correctAnswer,explanation,file name,type,rand,ID
"\[ \text{If } x + y + 1= 14 = 4x + 5y + 33, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.00035954,84443
"\[ \text{If } p + q = 16 \text{ and } 3p + 2q = 19, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000359772,132352
"\[ \text{If } x + y + 2= 33 = 6x + 4y + 31, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000372312,40628
"\[ \text{If } x + y + 2= 19 = 3x + 1y + 8, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000374314,47171
"\[ \text{If } p + q = 11 \text{ and } 6p -5q = 22, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000374553,190069
"\[ \text{If } x + y + 2= 29 = 6x + 7y + 2, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.00038033,87760
"\[ \text{If } p + q = 28 \text{ and } 7p -9q = 36, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000383445,157832
"\[ \text{If } p + q = 6 \text{ and } 7p + 5q = 20, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000392962,187516
"\[ \text{If } p + q = 6 \text{ and } 4p + 2q = 24, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000400436,193019
"\[ \text{If } x + y + 1= 35 = 5x + 7y + 25, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000404691,51822
"\[ \text{If } p + 2q = 8 \text{ and } 6p + 8q = 4, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000428461,174906
"\[ \text{If } x + y + 2= 2 = 4x + y + 17, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000428791,56298
"\[ \text{If } p + 2q = 16 \text{ and } 2p + 6q = 34, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000434158,112920
"\[ \text{If } p + 2q = 7 \text{ and } 2p + 5q = 34, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000434421,145350
"\[ \text{If } x + y + 1= 31 = 5x + 6y + 6, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.00044019,23432
"\[ \text{If } x + y + 1= 12 = x + 3y + 9, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000440438,69316
"\[ \text{If } p + q = 10 \text{ and } 4p -3q = 5, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000441328,132367
"\[ \text{If } x + y + 1= 6 = 5x -y + 35, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000441419,38458
"\[ \text{If } p + 2q = 31 \text{ and } p + q = 25, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000442538,102805
"\[ \text{If } x + y + 2= 28 = 2x + 4y + 36, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.00044299,1278
"\[ \text{If } p + 2q = 15 \text{ and } 7p + 1q = 3, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000444176,188251
"\[ \text{If } x + y + 1= 22 = 5x + y + 29, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000444309,43564
"\[ \text{If } x + y + 2= 8 = 5x -5y + 28, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000444713,36795
"\[ \text{If } p + 2q = 14 \text{ and } 5p + 1q = 18, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000447998,152882
"\[ \text{If } p + q = 30 \text{ and } 7p + 8q = 18, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.00044825,151894
"\[ \text{If } x + y + 2= 8 = 5x + 1y + 2, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.00044956,1907
"\[ \text{If } p + q = 14 \text{ and } 3p + 4q = 5, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000453752,105558
"\[ \text{If } x + y + 1= 26 = 2x -4y + 6, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000461386,97431
"\[ \text{If } p + q = 14 \text{ and } 3p + 4q = 18, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.0004671,162861
"\[ \text{If } x + y + 2= 22 = 5x + 4y + 1, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000468813,47920
"\[ \text{If } x + y + 1= 8 = 7x -4y + 14, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000474026,80570
"\[ \text{If } p + q = 9 \text{ and } 3p + 2q = 17, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000478885,162918
"\[ \text{If } p + 2q = 33 \text{ and } 7p + 6q = 15, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000482,109014
"\[ \text{If } p + 2q = 23 \text{ and } 3p + 8q = 11, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000487301,154018
"\[ \text{If } p + 2q = 23 \text{ and } 6p + 1q = 7, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000494293,182252
"\[ \text{If } p + 2q = 8 \text{ and } 3p + 7q = 25, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000502092,119207
"\[ \text{If } p + 2q = 34 \text{ and } 5p -9q = 37, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000514296,197308
"\[ \text{If } p + q = 37 \text{ and } 3p + 4q = 24, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000525115,187022
"\[ \text{If } x + y + 1= 12 = 7x + 6y + 37, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000525418,95379
"\[ \text{If } p + q = 36 \text{ and } 4p + 7q = 6, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000527099,172763
"\[ \text{If } x + y + 2= 8 = x + 1y + 22, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000528528,24846
"\[ \text{If } p + q = 29 \text{ and } p + 2q = 19, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000531257,116981
"\[ \text{If } x + y + 1= 4 = x + 8y + 8, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000548868,93187
"\[ \text{If } x + y + 1= 33 = 4x + 7y + 37, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000555024,98077
"\[ \text{If } x + y + 2= 17 = 4x + 3y + 30, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000562527,25644
"\[ \text{If } x + y + 1= 30 = 3x -2y + 18, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000563926,5852
"\[ \text{If } p + q = 22 \text{ and } 2p + q = 19, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000572721,137066
"\[ \text{If } x + y + 1= 27 = 7x + 10y + 13, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000574977,49780
"\[ \text{If } x + y + 1= 7 = 5x + 4y + 1, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000578174,57063
"\[ \text{If } x + y + 2= 16 = x -6y + 30, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000578439,10381
"\[ \text{If } x + y + 1= 12 = 3x -4y + 14, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000580556,48878
"\[ \text{If } p + q = 26 \text{ and } 6p + 3q = 27, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000580974,121941
"\[ \text{If } x + y + 2= 2 = 6x + 2y + 10, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000582398,47414
"\[ \text{If } x + y + 1= 23 = 7x + 10y + 16, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000596153,38668
"\[ \text{If } x + y + 1= 21 = x + 5y + 29, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000596701,1670
"\[ \text{If } p + 2q = 35 \text{ and } 4p + 9q = 18, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000602461,106558
"\[ \text{If } x + y + 1= 38 = 5x + 8y + 30, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.00060789,68273
"\[ \text{If } x + y + 1= 11 = 6x -10y + 15, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000612891,17460
"\[ \text{If } p + q = 12 \text{ and } 7p + 9q = 18, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.00061554,197966
"\[ \text{If } x + y + 1= 38 = x -10y + 12, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000616547,87427
"\[ \text{If } p + 2q = 21 \text{ and } 5p + 9q = 2, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.00062063,150707
"\[ \text{If } p + q = 15 \text{ and } p + 4q = 30, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000622399,119812
"\[ \text{If } x + y + 1= 36 = 6x + 2y + 26, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.00062502,1268
"\[ \text{If } x + y + 2= 34 = 5x + 8y + 21, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000630767,20752
"\[ \text{If } p + q = 24 \text{ and } 4p -q = 26, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000631486,154861
"\[ \text{If } p + 2q = 8 \text{ and } p -4q = 2, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000638709,165658
"\[ \text{If } x + y + 2= 32 = 3x + 6y + 29, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000645134,63998
"\[ \text{If } x + y + 1= 19 = 7x -6y + 36, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000649174,61387
"\[ \text{If } p + 2q = 16 \text{ and } 6p + 9q = 12, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000651526,192071
"\[ \text{If } x + y + 1= 20 = 5x + 6y + 6, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000653776,86307
"\[ \text{If } x + y + 2= 4 = 3x + 2y + 38, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000656557,43773
"\[ \text{If } x + y + 1= 10 = 3x -10y + 9, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000659338,98162
"\[ \text{If } p + q = 31 \text{ and } 3p + 5q = 29, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000660569,122268
"\[ \text{If } x + y + 1= 8 = 7x + 8y + 30, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000661269,60464
"\[ \text{If } p + q = 3 \text{ and } p + 3q = 25, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000662121,132451
"\[ \text{If } x + y + 1= 33 = 5x + 7y + 31, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000665401,24979
"\[ \text{If } p + q = 14 \text{ and } 3p -7q = 22, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000666374,144181
"\[ \text{If } x + y + 2= 6 = x + 4y + 8, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000677659,83606
"\[ \text{If } p + 2q = 19 \text{ and } 3p -10q = 9, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000677693,107806
"\[ \text{If } x + y + 2= 3 = 4x + 5y + 22, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000685523,60168
"\[ \text{If } p + q = 34 \text{ and } 6p + 9q = 33, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000687775,192959
"\[ \text{If } p + 2q = 6 \text{ and } 2p + 5q = 15, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000690321,126609
"\[ \text{If } p + 2q = 13 \text{ and } 6p + 9q = 21, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000693726,165527
"\[ \text{If } p + q = 25 \text{ and } 7p + 10q = 22, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000704363,193680
"\[ \text{If } x + y + 2= 36 = 4x + 6y + 8, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000707342,50230
"\[ \text{If } x + y + 1= 9 = 2x + y + 38, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.00070738,3380
"\[ \text{If } x + y + 2= 2 = 2x -7y + 20, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000713476,21136
"\[ \text{If } p + q = 38 \text{ and } 2p + q = 22, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000714747,185913
"\[ \text{If } p + 2q = 1 \text{ and } 2p + 8q = 10, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000731146,193523
"\[ \text{If } p + 2q = 8 \text{ and } 5p + 1q = 22, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000734226,134255
"\[ \text{If } x + y + 1= 6 = 5x -4y + 26, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000736403,4163
"\[ \text{If } x + y + 2= 10 = 4x + 3y + 5, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000742009,84745
"\[ \text{If } x + y + 2= 27 = 5x + 4y + 12, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000743662,78284
"\[ \text{If } p + q = 5 \text{ and } 4p -4q = 28, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000746702,154745
"\[ \text{If } x + y + 1= 12 = x + 3y + 29, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000751026,82887
"\[ \text{If } p + 2q = 33 \text{ and } 6p + 5q = 9, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.00076136,132181
"\[ \text{If } x + y + 1= 23 = 5x + 3y + 13, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000762193,12571
"\[ \text{If } x + y + 2= 9 = 5x + 4y + 20, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000762561,60333
"\[ \text{If } x + y + 1= 11 = 2x + y + 23, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000771725,15816
"\[ \text{If } x + y + 2= 26 = x + 5y + 34, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000780851,12042
"\[ \text{If } p + 2q = 30 \text{ and } 6p + 10q = 4, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000781838,140921
"\[ \text{If } x + y + 2= 29 = 4x + 5y + 6, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000783874,34011
"\[ \text{If } p + q = 26 \text{ and } 7p + 5q = 14, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.00078747,198393
"\[ \text{If } x + y + 1= 1 = 3x + 6y + 16, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000788187,41351
"\[ \text{If } p + q = 14 \text{ and } 6p -q = 14, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000789358,128330
"\[ \text{If } x + y + 1= 5 = 7x -y + 33, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000794631,66309
"\[ \text{If } x + y + 1= 36 = 7x + 6y + 37, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000799966,89847
"\[ \text{If } p + 2q = 1 \text{ and } p + q = 38, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000800062,138334
"\[ \text{If } x + y + 1= 26 = 2x + 6y + 28, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000800967,80167
"\[ \text{If } x + y + 2= 9 = 5x + 1y + 28, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000808171,99684
"\[ \text{If } x + y + 1= 15 = 7x + 3y + 33, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000808735,94979
"\[ \text{If } p + 2q = 31 \text{ and } p + q = 37, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000809534,149963
"\[ \text{If } x + y + 2= 37 = x -4y + 7, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000810685,39137
"\[ \text{If } x + y + 2= 1 = 5x + 3y + 36, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.00081486,11388
"\[ \text{If } x + y + 1= 13 = 7x -9y + 25, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000815484,4400
"\[ \text{If } x + y + 2= 25 = 2x + 6y + 31, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000822093,83311
"\[ \text{If } x + y + 1= 23 = 2x + 9y + 14, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000836001,33528
"\[ \text{If } x + y + 1= 2 = 3x -9y + 35, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000836051,81346
"\[ \text{If } p + 2q = 22 \text{ and } 2p + 5q = 26, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.00083698,114792
"\[ \text{If } x + y + 2= 29 = 3x + 2y + 3, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.00083728,32543
"\[ \text{If } p + 2q = 24 \text{ and } 2p -3q = 20, \text{ then } p = \]",,,,,1,兩條式,2015_q3.jpg,兩條式,0.000852922,186144
"\[ \text{If } x + y + 2= 8 = 5x -10y + 38, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000865745,51244
"\[ \text{If } x + y + 2= 30 = 5x + 4y + 2, \text{ then } y = \]",,,,,1,一條式,2019_q3.jpg,一條式,0.000867473,47778
